-1,11652696
0,6075
1,1273
2,1275
3,812
4,366
5,394
6,212
7,236
8,216
9,71
10,119
11,131
12,42
13,57
14,84
15,34
16,34
17,26
18,19
19,13
20,32
21,19
22,17
23,10
24,31
25,2
26,6
27,42
28,14
29,9
30,17
31,9
32,7
33,23
34,37
35,18
36,20
37,42
38,10
39,6
40,2
41,5
42,4
43,10
44,14
45,10
46,4
47,13
48,12
49,2
50,14
51,4
52,6
53,1
54,1
55,0
56,3
57,1
58,14
59,2
60,14
61,1
62,2
