1.62125e-06 7.09534e-06 8.13847e-08 4.77682e-09 8.14146e-08
-3.19052e-05 -3.17383e-05 5.6497e-08 4.73958e-08 5.6497e-08
-1.56403e-05 -2.83813e-05 9.85821e-08 1.25229e-08 9.87444e-08
-5.38826e-06 -6.61469e-05 1.2757e-07 8.67819e-08 1.31262e-07
0.000200648 -0.000102692 2.81529e-07 1.38341e-07 3.73544e-07
3.38554e-07 -5.63812e-05 6.22581e-08 5.11702e-08 6.54752e-08
-4.9181e-05 -7.8125e-05 1.30899e-07 7.0861e-08 1.31737e-07
-2.27451e-05 2.73132e-05 8.61158e-08 5.51275e-08 8.86217e-08
-0.0479183 -0.000750237 0.000136333 1.38878e-05 0.00236116
6.17409e-05 3.43323e-06 5.05151e-08 8.73973e-09 5.39148e-08
-7.8547e-05 -7.14111e-05 7.4175e-07 1.29137e-07 7.41801e-07
-0.0417332 -0.0398599 0.000139413 7.59656e-05 0.000142922
3.18146e-05 3.98254e-05 2.0658e-08 3.55167e-08 2.07221e-08
-5.24902e-05 -8.24738e-05 5.10473e-08 4.86985e-08 5.19463e-08
5.87463e-06 1.31226e-05 4.25482e-08 2.06033e-08 4.26007e-08
1.19019e-05 -4.18091e-05 4.79553e-08 6.11186e-08 5.08402e-08
2.60544e-05 4.06647e-05 8.85449e-08 7.01089e-08 8.87584e-08
1.91879e-05 -2.13623e-05 1.56338e-08 1.44495e-08 1.72781e-08
0 0 0 0 0
-1.57928e-05 -5.18036e-05 6.16469e-08 3.11019e-08 6.29436e-08
4.91714e-05 9.15527e-07 1.53509e-07 3.71613e-08 1.55837e-07
-0.000175552 -8.27789e-05 3.28379e-07 1.13452e-07 3.36986e-07
-2.15149e-05 3.43323e-07 1.01142e-07 4.3365e-09 1.0162e-07
1.25504e-05 -0.000113106 8.6111e-08 9.20928e-08 1.01901e-07
-2.30408e-05 -2.05231e-05 3.40162e-08 1.4023e-08 3.40226e-08
5.85079e-05 -2.92206e-05 5.79254e-08 3.06511e-08 6.56217e-08
-6.47736e-05 -3.12805e-06 7.18093e-08 2.53542e-08 7.56095e-08
0.000115099 -1.93024e-05 3.78664e-07 4.98228e-08 3.96728e-07
-0.0452922 -1.36472 0.00635508 0.0122639 1.74724
-0.528872 -10.8875 14.8416 25.5907 122.143
-0.283016 -16.1951 0.46784 0.175164 253.662
-0.467993 -14.5319 1.21868 1.0227 199.013
-0.195937 -6.11435 0.204993 0.0143784 35.2327
-0.356206 -11.5836 0.903053 0.0434636 126.957
-0.270379 -9.56823 0.793814 0.0594905 87.2439
-0.136109 -3.80102 0.152858 0.00906386 13.5844
-0.136319 -5.09777 0.434106 2.32216 25.0501
-0.0900762 -3.08489 0.129254 0.0166719 9.09818
-0.101101 -3.49678 0.164659 0.0142973 11.6953
-0.0648506 -2.1983 0.0698278 0.00501222 4.62142
