0,0,0,0,0
1,1000,369547017,49000,0
2,1000,1000,49000,0
3,1000,1000,49000,0
4,1000,1000,49000,0
5,1000,1000,49000,0
6,1000,1000,49000,0
7,1000,1000,49000,0
8,1000,1000,49000,0
9,1000,1000,49000,0
10,1000,1000,49000,0
11,1000,1000,49000,0
12,1000,500,49000,0
13,1000,0,49000,0
14,1000,0,49000,0
15,1000,0,49000,0
16,1000,0,49000,0
17,1000,0,49000,0
18,1000,0,49000,0
19,1000,0,49000,0
20,1000,0,49000,0
21,1000,0,49000,0
22,1000,0,49000,0
23,1000,0,49000,0
24,1000,0,49000,0
25,1000,0,49000,0
26,1000,0,49000,0
27,1000,0,49000,0
28,1000,0,49000,0
29,1000,0,49000,0
30,1000,0,49000,0
31,1000,0,49000,0
32,1000,0,49000,0
33,1000,0,49000,0
34,1000,0,49000,0
35,1000,0,49000,0
36,1000,0,49000,0
37,1000,0,49000,0
38,1000,0,49000,0
39,1000,0,49000,0
40,1000,0,49000,0
41,1000,0,49000,0
42,1000,0,49000,0
43,1000,0,49000,0
44,1000,0,49000,0
45,1000,0,49000,0
46,1000,0,49000,0
47,1000,0,49000,0
48,1000,0,49000,0
49,1000,0,49000,0
50,1000,0,49000,0
51,1000,0,49000,0
52,1000,0,49000,0
53,1000,0,49000,0
54,1000,0,49000,0
55,1000,0,49000,0
56,1000,0,49000,0
57,1000,0,49000,0
58,1000,0,49000,0
59,1000,0,49000,0
60,1000,0,49000,0
0,5988,5988,43912,43912
1,6000,6000,44000,44000
2,6000,6000,44000,44000
3,6000,6000,44000,44000
4,6000,6000,44000,44000
5,6000,6000,44000,44000
6,6000,6000,44000,44000
7,6000,6000,44000,44000
8,6000,6000,44000,44000
9,6000,6000,44000,44000
10,6000,6000,44000,44000
11,6000,6000,44000,44000
12,6000,6000,44000,44000
13,6000,6000,44000,44000
14,6000,6000,44000,44000
15,6000,6000,44000,44000
16,6000,6000,44000,42500
17,6000,6000,44000,29500
18,6000,6000,44000,12500
19,6000,6000,44000,2000
20,6000,6000,44000,0
21,6000,6000,44000,0
22,6000,6000,44000,0
23,6000,6000,44000,0
24,6000,6000,44000,0
25,6000,6000,44000,0
26,6000,6000,44000,0
27,6000,6000,44000,0
28,6000,6000,44000,0
29,6000,5500,44000,0
30,6000,5000,44000,0
31,6000,4500,44000,0
32,6000,4000,44000,0
33,6000,3500,44000,0
34,6000,3500,44000,0
35,6000,3500,44000,0
36,6000,3500,44000,0
37,6000,2500,44000,0
38,6000,2000,44000,0
39,6000,1000,44000,0
40,6000,1000,44000,0
41,6000,1000,44000,0
42,6000,0,44000,0
43,6000,0,44000,0
44,6000,0,44000,0
45,6000,0,44000,0
46,6000,0,44000,0
47,6000,0,44000,0
48,6000,0,44000,0
49,6000,0,44000,0
50,6000,0,44000,0
51,6000,0,44000,0
52,6000,0,44000,0
53,6000,0,44000,0
54,6000,0,44000,0
55,6000,0,44000,0
56,6000,0,44000,0
57,6000,0,44000,0
58,6000,0,44000,0
59,6000,0,44000,0
60,6000,0,44000,0
