0,0,0
1,154,612
2,122,580
3,103,292
4,119,410
5,70,204
6,37,153
7,69,195
8,66,172
9,57,91
10,49,115
11,17,57
12,30,75
13,25,49
14,14,26
15,14,47
16,5,25
17,6,20
18,11,30
19,2,11
20,9,31
21,10,29
22,7,12
23,4,19
24,2,9
25,5,14
26,4,18
27,5,23
28,6,29
29,5,20
30,4,22
31,0,11
32,5,25
33,1,8
34,0,5
35,5,11
36,4,22
37,7,38
38,11,21
39,2,21
40,3,9
41,0,3
42,0,5
43,0,12
44,0,2
45,0,2
46,0,3
47,0,4
48,1,11
49,0,3
50,1,10
51,0,11
